所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/文档中心(#145),文档中心能正常进入,,1. 打开系统登录页，输入正确的用户名密码点击登录。2.点击进入文档中心,1. 成功进入文档中心,文档列表,1,功能测试,系统测试阶段
